Material Number,Contribution Margin,Gross Margin %,Profit per Customer,Profit per Product,Profit per Batch,Profit per Plant,Planned Material Cost,Actual Material Cost,Packaging Cost,Labor Cost,Quality Cost,Manufacturing Overhead,Freight Cost,Cost Variance,Production Variance,Purchase Price Variance (PPV),Gross Revenue,Contract Manufacturing Fee,Discounts / Rebates,Freight Revenue,Net Revenue,Customer,Customer Group,Product (Material),Material Description,Product Category,Dosage Form,Formula Version,Batch Number,Plant,Sales Organization,Distribution Channel,Region / Country
MAT239062,10633.76,20.71,4112.79,3600.96,1040.28,2916.2,2793.93,2833.42,201.36,478.88,124.77,450.68,6995.35,174.48,134.99,39.49,51346.84,39163.47,7260.36,6993.09,38896.2,HealthyWorld,Distributors,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-D-3,BATCH2026019062,PL04,SO-AP01,B2B,Singapore
MAT239063,143676.24,48.44,36632.91,46788.08,14297.31,34978.01,14932.1,14731.28,339.97,1280.12,618.37,2451.37,5794.56,-879.23,-678.41,-200.82,296587.34,180517.64,16528.67,6356.82,170345.79,PeakNutrition,Retail,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-D-3,BATCH2026019063,PL03,SO-IN01,B2C,South Africa
MAT239064,15067.67,9.28,3215.81,3954.02,1764.05,1953.68,8292.7,8882.95,766.24,487,212.33,1609.02,1356.76,918.51,328.26,590.25,162444.32,134219.08,4666.4,3258.45,132811.13,PeakNutrition,Wholesale,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-A-1,BATCH2026019064,PL04,SO-EU01,B2B,UAE
MAT239065,62284.9,14.96,14687.02,24089.99,3143.34,15524.24,20859.29,20557.56,1716.58,1528.41,1182.57,1685.31,6020.58,1259.59,1561.32,-301.73,416340.75,330851.94,18016.1,9351.78,322187.62,PetCareCo,Retail,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-A-4,BATCH2026019065,PL02,SO-IN01,B2C,Australia
MAT239066,69778.92,17.4,27869.13,23809.52,6502.07,13741,20098.68,18766.46,1566.72,3609.82,910.54,3083.29,3979.96,-1413.37,-81.15,-1332.22,400973.33,313199.41,59987.49,7119.47,260331.39,VitaStore,E-Commerce,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-B-5,BATCH2026019066,PL04,SO-EU01,B2B,India
MAT239067,195881.56,39.24,64246.09,70407.08,24032.07,21696.13,24962.61,24125.51,976.95,3324.77,1244.62,5081.58,619.7,-1143.75,-306.65,-837.1,499244.57,329402.7,51516.97,8012.41,285898.14,WellnessMart,Wholesale,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-B-1,BATCH2026019067,PL02,SO-EU01,B2B,Singapore
MAT239068,7364.86,5.56,2024.48,1965.41,567.18,1865.51,6808.83,6626.59,674.11,671.86,181.9,857.36,6178.67,-470.77,-288.53,-182.24,132464.07,112182.43,9096.93,3476.31,106561.81,PeakNutrition,Pharmacy,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-C-2,BATCH2026019068,PL03,SO-US01,B2B,UAE
MAT239069,2991.73,8.41,760.63,718.92,354.21,825.14,2014.13,2052.89,189.22,171.72,40.43,395.32,7056.42,99.05,60.29,38.76,35591.54,29579.39,1966.75,2174.75,29787.39,WellnessMart,Wholesale,Collagen Powder - Powder,Collagen Peptides Powder – Unflavored – 500 g,Collagen Powder,Powder,FV-D-3,BATCH2026019069,PL01,SO-IN01,B2B,Canada
MAT239070,62695.79,27.95,24930.68,19365.96,8891.57,16481.29,11353.58,12315.2,672.06,2026.27,422.6,2680.53,6552.21,1115.84,154.22,961.62,224286.62,162042.82,33299.69,5535.5,134278.63,PetCareCo,Pharmacy,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-B-2,BATCH2026019070,PL03,SO-EU01,B2B,Australia
MAT239071,22419.84,48.44,5325.93,8137.31,1747.42,2286.7,2543.38,2606.02,57.93,189.25,129.05,324.28,277.79,-37.19,-99.83,62.64,46284.65,28172.17,2055.51,8184.61,34301.27,VitaStore,Retail,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-1,BATCH2026019071,PL03,SO-EU01,B2C,UK
MAT239072,25194.74,26.99,5999.42,6637.38,3209.32,5496.17,4873.24,5075.8,296.84,364.42,126.03,1030.92,4807.76,321.95,119.39,202.56,93357.36,67949.94,4180.48,3308.71,67078.17,FitLife,Retail,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-B-4,BATCH2026019072,PL05,SO-US01,B2B,Singapore
MAT239073,129498.83,43.07,37136.95,50121.22,11748.09,30581.08,15133.85,16249.81,489.1,1610.29,859,2258.32,5509.83,1673.69,557.73,1115.96,300663.57,191972,22971.7,9364.96,178365.26,WellnessMart,Pharmacy,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-D-5,BATCH2026019073,PL05,SO-AP01,B2B,India
MAT239074,69543.7,23.33,19034.76,19222.3,7447.24,19173.97,15007.21,13996.85,1011.72,1469.37,436.73,2657,7052.73,126.48,1136.84,-1010.36,298104.77,223034.35,20244.62,3943.9,206733.63,HealthyWorld,Retail,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-A-1,BATCH2026019074,PL04,SO-US01,B2B,Singapore
MAT239075,1482,5.6,345.5,506.47,140.97,172.88,1561.52,1735.81,154.48,111.71,70.95,244.7,849.48,135.18,-39.11,174.29,26447.1,22391.34,1098.54,7145.73,28438.53,WellnessMart,Distributors,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-A-4,BATCH2026019075,PL05,SO-IN01,B2C,UAE
MAT239076,35739.99,15.94,12336.58,12403.32,2717.7,7643.2,11351.17,12214.71,914.38,1638.7,530.79,1410.6,4640.37,1028.6,165.06,863.54,224237.85,176975.45,25644.78,7405.11,158735.78,PetCareCo,Wholesale,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-A-1,BATCH2026019076,PL05,SO-US01,B2B,India
MAT239077,94943.29,35.5,37595.77,32630.52,9689.77,21381.09,13490.36,13775.01,617.6,2393.03,619.49,2273.12,5082.74,291.8,7.15,284.65,267458.25,182022.64,39420.09,7240.53,149843.08,WellnessMart,E-Commerce,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-B-4,BATCH2026019077,PL04,SO-AP01,B2B,Canada
MAT239078,44416.88,32.26,11029.22,13580.29,5986.81,7971.55,7066.59,7157.31,364.16,575.24,257.48,1583.89,3299.37,39.63,-51.09,90.72,137672,96169.38,7076.68,5381.56,94474.26,GreenHerb,Distributors,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-C-2,BATCH2026019078,PL01,SO-AP01,B2B,Australia
MAT239079,32723.92,7.49,10483.6,11861.9,1753.32,9386.09,21865.06,21363.06,2089.56,2803.92,1106.83,1882.24,7486.24,-488.23,13.77,-502,436661.38,365111.7,42896.42,8161.71,330376.99,CarePharma,Distributors,Collagen Powder - Powder,Collagen Peptides Powder – Unflavored – 500 g,Collagen Powder,Powder,FV-D-4,BATCH2026019079,PL05,SO-US01,B2C,USA
MAT239080,38170.8,45.04,9410.64,13155.44,3647.96,6103.73,4446.92,4440.43,128.13,356.87,205.28,700.25,2536.33,-210.89,-204.4,-6.49,84743.83,53180.25,4258.48,7287.69,56209.46,HealthyWorld,E-Commerce,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-A-5,BATCH2026019080,PL05,SO-US01,B2C,Germany
MAT239081,12993.21,9.94,3876.04,4570.29,1330.33,3672.05,6720.59,6410.55,613.01,765.5,322.16,1136.17,7321.92,-435.32,-125.28,-310.04,130681.39,107490.77,10964.6,7635.46,104161.63,CarePharma,Retail,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-A-2,BATCH2026019081,PL05,SO-AP01,B2C,USA
MAT239082,38581.95,46.65,13920.61,14789.85,2667.06,5074.76,4346.36,4643.78,112.84,671.62,242.67,489.04,1429.75,566.35,268.93,297.42,82712.24,51168.55,10299.66,9183.46,50052.35,FitLife,Retail,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-D-3,BATCH2026019082,PL02,SO-IN01,B2B,Singapore
MAT239083,19647.64,31.34,5849.77,5286.12,1645.16,5716.23,3355.39,3106.8,178.41,380.93,91.47,460.85,7646.56,-140.8,107.79,-248.59,62690.58,44113.04,5236.35,3583.25,42459.94,PetCareCo,E-Commerce,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-B-2,BATCH2026019083,PL04,SO-EU01,B2B,Australia
MAT239084,72416.32,16.45,26517.45,28425.27,6192.68,19066.54,22034.99,20275.7,1754.78,3481.91,1280.93,3093.17,6568.33,-1012.35,746.94,-1759.29,440094.7,346074.06,56339.77,9633.76,299368.05,HealthyWorld,Distributors,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-A-2,BATCH2026019084,PL02,SO-US01,B2B,Germany
MAT239085,45929.32,32.22,14449.25,17635.11,4623.87,8478.41,7307.55,8053.82,377.11,909.71,409.15,1214.11,3499.28,549.8,-196.47,746.27,142540.29,99602.41,13468.41,9214.13,95348.13,VitaStore,Wholesale,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-D-3,BATCH2026019085,PL04,SO-EU01,B2B,Singapore
MAT239086,88122.33,24.3,34936.44,31225.49,8545.47,16560.05,18201.84,19221.62,1195.67,3234.38,884.35,2909.63,3628.93,2150.31,1130.53,1019.78,362649.39,269368.73,53561.5,7762.79,223570.02,FitLife,Distributors,Pet Multivitamin - Tablet,Pet Multivitamin Chew – Dogs – 120 Chews,Pet Multivitamin,Tablet,FV-B-2,BATCH2026019086,PL03,SO-US01,B2B,Singapore
MAT239087,60533.84,27.91,18586.56,18768.96,4740.31,13922.58,10985.57,12176.28,651.03,1313.64,412.12,1407.52,5269.87,1329.31,138.6,1190.71,216851.27,156717.32,19425.25,5592.8,142884.87,GreenHerb,Wholesale,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-D-2,BATCH2026019087,PL04,SO-US01,B2B,USA
MAT239088,72875.99,22.79,25306.66,14656.12,9587.47,16973.73,16078.9,17252.4,1099.34,2342.96,165.25,3515.65,5383.59,1596.98,423.48,1173.5,319757.37,240189.25,37001.26,254.41,203442.4,WellnessMart,Wholesale,Creatine - Powder,Creatine Monohydrate Powder – Micronized – 300 g,Creatine,Powder,FV-A-3,BATCH2026019088,PL04,SO-US01,B2C,UK
MAT239089,196497.39,42.31,47748.65,69052.61,10841.43,22764.79,23240.32,23464.53,782.62,1811.57,1112.15,2063.62,818.26,685.06,460.85,224.21,464447.22,298516.23,22269.91,7619.45,283865.77,NutriPlus,Retail,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-B-3,BATCH2026019089,PL04,SO-EU01,B2B,UAE
MAT239090,101479.68,23.99,24802.68,38956.79,5224.33,19422.12,21192.89,19542.08,1403.97,1671.41,1186.21,1748.81,3764.18,-2126.7,-475.89,-1650.81,423080.89,314993.4,20674.57,9210.49,303529.32,CarePharma,Wholesale,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-C-5,BATCH2026019090,PL01,SO-AP01,B2B,Australia
MAT239091,2181.77,5.57,592.34,631.2,242.41,275.22,2190.17,2211.48,216.79,211.29,70.8,402.74,1219.73,204.69,183.38,21.31,39148.26,33151.38,2602.24,4576.11,35125.25,PetCareCo,Pharmacy,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-C-2,BATCH2026019091,PL02,SO-IN01,B2B,UK
MAT239092,174747.73,41.27,42644.17,42636.59,12119.88,27473.37,21207.46,21715.94,753.1,1667.36,445.3,2394.45,2431.47,159.79,-348.69,508.48,423375.25,274547.32,20585.05,2355.48,256317.75,VitaStore,Pharmacy,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-C-2,BATCH2026019092,PL02,SO-US01,B2B,Germany
MAT239093,107437.69,46.99,21793.86,37380.04,12942.19,31138.59,11569.68,10650.18,293.36,599.93,543.55,2311.46,7603.34,-55.9,863.6,-919.5,228652.64,141018.6,4996.8,7448.22,143470.02,VitaStore,Distributors,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-A-2,BATCH2026019093,PL04,SO-US01,B2B,Germany
MAT239094,57721.85,32.37,14045.17,18489.41,7154.01,13851.36,9078.57,9362.93,466.12,709.59,363.87,1867.43,5658.73,629.94,345.58,284.36,178322.13,124459.51,8588.21,6095.64,121966.94,CarePharma,Distributors,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-C-5,BATCH2026019094,PL05,SO-AP01,B2B,UK
MAT239095,112003.82,33.15,33407.44,44773.56,6717.88,18305.07,16973.5,17637.51,847.81,1932.87,1017.35,1645.82,2673.87,1050.07,386.06,664.01,337832.02,234317.1,28335.94,9987.77,215968.93,VitaStore,Pharmacy,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-A-2,BATCH2026019095,PL03,SO-AP01,B2B,UAE
MAT239096,210780.16,44.34,70347.75,49731.71,12619.24,24096.93,23780.09,22919.47,714.81,3256.38,451.47,2301.38,758.58,-172.44,688.18,-860.62,475352.9,300154.12,50832.86,1961.12,251282.38,PetCareCo,Distributors,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-D-3,BATCH2026019096,PL03,SO-EU01,B2B,South Africa
MAT239097,12529.63,24.28,3897.72,3298.24,1544.91,2819.9,2806.32,3094.95,184.43,342.94,72.43,574.2,5077.29,241.93,-46.7,288.63,51597.07,38329.86,4757.36,3298.54,36871.04,PetCareCo,Retail,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-D-3,BATCH2026019097,PL03,SO-AP01,B2C,South Africa
MAT239098,116747.19,30.31,27777.19,43271.39,11647.17,22926.84,19317.89,20555.42,1062.63,1442.12,1017.29,3179.7,3958.83,735.44,-502.09,1237.53,385198.13,273258.81,17199.83,8561.45,264620.43,HealthyWorld,Pharmacy,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-D-3,BATCH2026019098,PL05,SO-IN01,B2C,USA
MAT239099,13048,12.34,2948.03,4332.95,1941.64,1521.53,5485.95,5323.15,477.01,366.79,236,1360.37,847.79,77.51,240.31,-162.8,105736.48,85564.24,3897.35,6671.82,88338.71,CarePharma,E-Commerce,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-A-3,BATCH2026019099,PL05,SO-AP01,B2B,UK
MAT239100,59817.99,30.97,21873.38,21843.87,7847.55,16513.43,9813.34,10360.53,528.32,1547.39,503.36,2139.54,7066.39,1279.12,731.93,547.19,193167.38,136325.82,24664.11,8293.44,119955.15,PetCareCo,Retail,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-D-4,BATCH2026019100,PL04,SO-IN01,B2B,Australia
MAT239101,24699.97,5.65,8779.76,8360.72,2524.05,5283.39,21908.66,21652.75,2165.74,3309.23,977.63,3696.43,4642.21,-466.88,-210.97,-255.91,437542.39,370342.78,52963.05,6986.07,324365.8,CarePharma,Distributors,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-D-3,BATCH2026019101,PL04,SO-US01,B2C,Australia
MAT239102,41019.14,14.91,10196.13,10031.75,4690.54,7133.29,13872.08,13012.6,1142.89,1131.55,293.27,2627.3,3082.16,-1165.85,-306.37,-859.48,275170.6,218750.23,14190.68,2383.58,206943.13,VitaStore,Pharmacy,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-B-5,BATCH2026019102,PL05,SO-IN01,B2B,Canada
MAT239103,10774.34,28.06,3276.66,3455.69,730.39,1090.94,2152.69,2315.11,127,253.32,86.5,237.32,248.88,260.35,97.93,162.42,38391.04,27713.06,3365.97,6115.93,30463.02,BioHealth,Distributors,Collagen Powder - Powder,Collagen Peptides Powder – Unflavored – 500 g,Collagen Powder,Powder,FV-D-4,BATCH2026019103,PL05,SO-EU01,B2B,South Africa
MAT239104,64508.9,25.15,21587.16,25015.34,9432.23,6879.32,12947.19,13191.41,830.89,1780.43,737.28,3153.51,459.02,253.46,9.24,244.22,256484.03,189297.71,27575.89,9401.28,171123.1,PeakNutrition,Distributors,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-C-2,BATCH2026019104,PL01,SO-AP01,B2C,Brazil
MAT239105,43531.05,11,14749.98,14397.76,5529.94,12973.71,19846.23,21963.06,1773.06,2783.33,847.17,4186.73,7923.31,1636.4,-480.43,2116.83,395872.74,323304.38,43642.92,6606.6,286268.06,VitaStore,Distributors,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-D-3,BATCH2026019105,PL04,SO-US01,B2B,Australia
MAT239106,40454.44,15.16,11775.97,13315.09,4306.13,5164.56,13457.57,14955.28,1102.61,1469.7,569.05,2367.92,1278.88,2479.64,981.93,1497.71,266795.89,211712.81,21132.85,6527.75,197107.71,WellnessMart,Distributors,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-B-2,BATCH2026019106,PL01,SO-EU01,B2B,UAE
MAT239107,17874.14,20.4,5292.75,6525.98,2381.98,4343.3,4588.79,4984.31,333.23,516.11,235.3,1016.64,5776.75,630.41,234.89,395.52,87610.17,66972.18,7225.47,8290.26,68036.97,HealthyWorld,E-Commerce,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-D-3,BATCH2026019107,PL04,SO-EU01,B2B,Germany
MAT239108,85597.7,37.99,25376.66,29198.1,4923.84,20787.49,11403.51,11058.01,471.48,1285.2,516.32,1058.12,5771.19,-591.07,-245.57,-345.5,225295.33,150204.96,18632.33,7114.32,138686.95,BioHealth,Wholesale,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-3,BATCH2026019108,PL05,SO-US01,B2B,Canada
MAT239109,145862.6,31.53,45692.69,52681.46,20299.91,33002.46,23146.46,23511.57,1222.78,2861.32,1164.1,5360.52,5124.03,-160.24,-525.35,365.11,462550.96,324982.17,43303.08,8097.42,289776.51,PetCareCo,Retail,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-B-4,BATCH2026019109,PL03,SO-AP01,B2B,UK
MAT239110,48221.27,14.58,14146.31,12474.23,2601.71,6912.93,16626,17929.49,1379.54,1840.26,410.19,1441.82,1890.98,2712.55,1409.06,1303.49,330810.98,263588.93,26691.67,3075.68,239972.94,CarePharma,E-Commerce,Pet Multivitamin - Tablet,Pet Multivitamin Chew – Dogs – 120 Chews,Pet Multivitamin,Tablet,FV-C-3,BATCH2026019110,PL04,SO-IN01,B2C,UK
MAT239111,79720.42,21.76,23659.1,24326.35,5112.01,13195.04,18382.22,18033.99,1290.38,2075.43,667.03,1911.96,2755.14,-186.43,161.8,-348.23,366293.82,277235.46,30367.36,5352.15,252220.25,PetCareCo,Distributors,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-B-3,BATCH2026019111,PL04,SO-AP01,B2C,South Africa
MAT239112,27415.35,6.96,9976.69,10265.18,1510.49,7797.55,19755.44,19393.32,1906.79,3092.53,1059.05,1751.6,7392.48,626.69,988.81,-362.12,394038.57,330647.55,49861.95,8747.16,289532.76,PeakNutrition,Pharmacy,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-D-1,BATCH2026019112,PL05,SO-EU01,B2B,India
MAT239113,5348.66,10.72,1289.72,1756.53,640.29,792.66,2721.99,2732.61,244.52,208.87,114.6,540.34,2079.71,-113.94,-124.56,10.62,49893.24,40823.7,2331.72,6491.89,44983.87,NutriPlus,Distributors,Pet Multivitamin - Tablet,Pet Multivitamin Chew – Dogs – 120 Chews,Pet Multivitamin,Tablet,FV-D-5,BATCH2026019113,PL05,SO-EU01,B2C,South Africa
MAT239114,90144.82,30.78,26369.64,23975.08,10700.37,12790.75,14747.65,14586.09,798.84,1624.33,390.67,2902.24,1833.75,-121.35,40.21,-161.56,292860.6,206986.07,23470.27,3432.13,186947.93,FitLife,Pharmacy,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-B-5,BATCH2026019114,PL05,SO-AP01,B2C,UK
MAT239115,70275.09,36.78,23737.23,18019.2,9152.59,14573.83,9709.92,10082.12,422.43,1355.06,234.03,2101.3,4387.92,659.57,287.37,372.2,191078.02,128682.32,20933.42,2964.07,110712.97,BioHealth,Retail,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-B-2,BATCH2026019115,PL05,SO-EU01,B2C,Australia
MAT239116,32816.9,44.42,10162.55,11587.23,1896.18,9498.59,3909.4,4220.51,116.99,474.16,188.71,364.46,7588.24,374.75,63.64,311.11,73883.79,46621.94,6744.72,7701.27,47578.49,CarePharma,Wholesale,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-A-2,BATCH2026019116,PL02,SO-EU01,B2C,Australia
MAT239117,33347.6,31.66,8650.13,11281.75,1802.03,9948,5466.38,6006.44,287.59,484.35,243.67,474.83,7934.18,684.93,144.87,540.06,105341.23,73939.75,6173.57,6977.08,74743.26,CarePharma,Distributors,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-B-4,BATCH2026019117,PL01,SO-US01,B2C,Singapore
MAT239118,155883.66,39.8,34292.31,46470.82,17933.83,26877.74,19638.43,18531.69,748.9,1237.05,678.08,3742.66,3024.45,-1283.39,-176.65,-1106.74,391674.43,257201.08,12921.83,5007.5,249286.75,PeakNutrition,Wholesale,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-B-2,BATCH2026019118,PL04,SO-EU01,B2C,UK
MAT239119,41830.03,49.25,13942.34,10026.98,4536.35,11317.61,4456.48,4605.23,95.09,608.98,88.8,799.32,6851.91,345.91,197.16,148.75,84937.11,51317,9058.63,2145.68,44404.05,CarePharma,Retail,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-C-1,BATCH2026019119,PL05,SO-EU01,B2B,Germany
MAT239120,69894.12,43.78,23920.75,18083.2,3981.04,20226.07,8154.26,9073.25,253.25,1161.64,201.25,748.8,7585.88,703.69,-215.3,918.99,159647.21,101304.7,17953.57,3077.41,86428.54,PeakNutrition,E-Commerce,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-C-2,BATCH2026019120,PL03,SO-EU01,B2B,Germany
MAT239121,43240.79,29.61,9200.1,16272.36,3895.92,8238.32,7479.4,7819.47,420.65,436.03,404.49,1108.2,3730.36,53.55,-286.52,340.07,146012.3,104143.69,4131.69,8839.66,108851.66,NutriPlus,Distributors,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-C-3,BATCH2026019121,PL01,SO-EU01,B2B,UK
MAT239122,2861.05,9.84,986.09,767.83,388.85,589.62,1691.44,1590.77,154.59,243.62,45.83,382.35,4337.38,-160.89,-60.22,-100.67,29072.03,23929.31,3315.05,3550.27,24164.53,PeakNutrition,E-Commerce,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-A-2,BATCH2026019122,PL05,SO-AP01,B2B,UAE
MAT239123,83120.63,35.56,30322.24,25189.02,7496.36,22792.38,11822.88,12396.76,540.03,1857.6,422.79,1753.53,6994.13,1151.11,577.23,573.88,233768.43,159018.61,29716.34,5249.05,134551.32,VitaStore,Retail,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-A-2,BATCH2026019123,PL01,SO-EU01,B2B,Brazil
MAT239124,115815.22,30.15,43894.72,30605.85,10694,15567.73,19265.28,20670.92,1065.17,3204.86,502.17,2927.79,1542.33,2946.65,1541.01,1405.64,384135.27,272843.62,52378.47,3348.96,223814.11,HealthyWorld,E-Commerce,Pet Multivitamin - Tablet,Pet Multivitamin Chew – Dogs – 120 Chews,Pet Multivitamin,Tablet,FV-D-3,BATCH2026019124,PL02,SO-EU01,B2B,Australia
MAT239125,5223.41,32.72,2074.19,1865.97,660.73,1490.34,1042.74,1119.12,52.89,185.72,51.42,219.02,7427.47,79.96,3.58,76.38,15965.55,11112.31,2364.68,7904.4,16652.03,HealthyWorld,E-Commerce,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-C-1,BATCH2026019125,PL04,SO-AP01,B2B,USA
MAT239126,20275.78,33.4,6444.04,4854.13,1631.08,2313.03,3257.51,3414.39,161.31,412.34,64.67,429.2,749.07,448.45,291.57,156.88,60712.97,42028.17,5863.83,2130.86,38295.2,GreenHerb,Pharmacy,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-A-5,BATCH2026019126,PL02,SO-AP01,B2C,UK
MAT239127,63193.4,17.48,25060.59,23138.78,6630.2,14282.22,18144.57,18215.7,1411.85,3225.57,935.16,3145.59,5114.32,72.08,0.95,71.13,361492.41,282202.56,53417.87,8341.75,237126.44,NutriPlus,Pharmacy,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-D-1,BATCH2026019127,PL04,SO-IN01,B2B,UK
MAT239128,81365.18,27.23,25202.66,23616.93,11862.13,17517.67,15042.73,16155.82,909.82,1825.22,489.86,3652.99,4696.58,2413.32,1300.23,1113.09,298822.59,217096.95,27293.21,4622.66,194426.4,PeakNutrition,Pharmacy,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-D-1,BATCH2026019128,PL04,SO-AP01,B2C,Singapore
